ticker,cik,name,sic,simfin_industry_id,exchange,ipo_date,delist_date
DF,931336,NVS,9999,102002,NVS,01/01/1900,01/01/1900
DFIN,1669811,Donnelley Financial Solutions Inc,7380,999999,NYSE,03/10/2016,31/12/9998
DFS,1393612,Discover Financial Services,6141,104007,NYSE,14/06/2007,31/12/9998
DFT,1407739,DuPont Fabros Technology Inc,6500,109001,NYSE,19/10/2007,28/09/2017
DG,29534,Dollar General Corp,5331,102001,NYSE,13/11/2009,31/12/9998
DGI,1208208,DigitalGlobe Inc,4899,999999,NYSE,14/05/2009,19/10/2017
DGX,1022079,Quest Diagnostics Inc,8071,106001,NYSE,26/12/1996,31/12/9998
DHI,882184,DR Horton Inc,1531,999999,NYSE,05/06/1992,31/12/9998
DHR,313616,Danaher Corp,3823,106001,NYSE,05/11/1987,31/12/9998
DHX,1393883,DICE HOLDINGS INC,7389,100011,NYSE,26/07/2007,31/12/9998
DIN,49754,DineEquity Inc,5812,103003,NYSE,12/07/1991,31/12/9998
DIOD,29002,Diodes Inc,3674,999999,NASDAQ,17/03/1992,31/12/9998
DIS,1744489,The Walt Disney Company,7990,103001,NYSE,02/01/1962,31/12/9998
DISCA,1437107,Discovery Communications Inc,4841,103001,NASDAQ,08/07/2005,31/12/9998
DISH,1001082,DISH Network Corp,4841,108001,NASDAQ,21/06/1995,31/12/9998
DK,1694426,Delek US Holdings Inc,2911,107001,NYSE,04/05/2006,31/12/9998
DKS,1089063,Dicks Sporting Goods Inc,5940,103002,NYSE,16/10/2002,31/12/9998
DLB,1308547,Dolby Laboratories Inc,6794,103001,NYSE,17/02/2005,31/12/9998
DLPH,1707092,Delphi Technologies PLC,3714,103005,NYSE,05/12/2017,31/12/9998
DLR,1297996,Digital Realty Trust Inc,6798,109001,NYSE,29/10/2004,31/12/9998
DLTH,1649744,Duluth Holdings Inc,5600,103002,NASDAQ,20/11/2015,31/12/9998
DLTR,935703,Dollar Tree Inc,5331,102001,NASDAQ,09/03/1995,31/12/9998
DLX,27996,Deluxe Corp,2780,100002,NYSE,23/07/1987,31/12/9998
DM,1603286,The Dolan Company,4922,107003,NYSE,15/10/2014,25/01/2019
DMRC,1438231,Digimarc Corp,7373,101003,NASDAQ,02/12/1999,31/12/9998
DNB,1115222,Dun & Bradstreet Holdings Inc,7320,100002,NYSE,10/06/1983,31/12/9998
DNKN,1357204,Dunkin Brands Group Inc,5810,103003,NASDAQ,27/07/2011,31/12/9998
DNLI,1714899,Denali Therapeutics Inc,2836,999999,NASDAQ,08/12/2017,31/12/9998
DNOW,1599617,NOW Inc,3533,107004,NYSE,20/05/2014,31/12/9998
DNR,945764,Denbury Resources Inc,1311,999999,NYSE,06/09/1995,31/12/9998
DO,949039,Diamond Offshore Drilling Inc,1381,999999,NYSE,11/10/1995,31/12/9998
DOC,1574540,Physicians Realty Trust,6798,109001,NYSE,19/07/2013,31/12/9998
DOCU,1261333,DocuSign Inc,7372,101003,NASDAQ,27/04/2018,31/12/9998
DOMO,1505952,Domo Inc,7372,101003,NASDAQ,29/06/2018,31/12/9998
DOOR,893691,Masonite International Corp,2430,999999,NYSE,24/07/2009,31/12/9998
DORM,868780,Dorman Products Inc,3714,103005,NASDAQ,12/03/1991,31/12/9998
DOV,29905,Dover Corp,3530,100001,NYSE,01/07/1985,31/12/9998
DOW,1751788,Dow Inc,2821,110001,NYSE,20/03/2019,31/12/9998
DPLO,1610092,Diplomat Pharmacy Inc,5912,106005,NYSE,10/10/2014,07/02/2020
DPS,1418135,Dr Pepper Snapple Group Inc,9999,102005,NYSE,07/05/2008,09/07/2018
DPZ,1286681,Dominos Pizza Inc,5140,103003,NYSE,13/07/2004,31/12/9998
DRAD,707388,Digirad Corp,3845,106004,NASDAQ,10/06/2004,31/12/9998
DRE,783280,Duke Realty Corp,6798,109001,NYSE,05/11/1987,31/12/9998
DRH,1298946,Diamondrock Hospitality Company.,6798,109001,NYSE,26/05/2005,31/12/9998
DRI,940944,Darden Restaurants Inc,5812,103003,NYSE,09/05/1995,31/12/9998
DRNA,1399529,Dicerna Pharmaceuticals Inc,2834,999999,NASDAQ,30/01/2014,31/12/9998
DRQ,1042893,DrilQuip Inc,3533,107004,NYSE,23/10/1997,31/12/9998
DSPG,915778,DSP Group Inc,3674,999999,NASDAQ,14/02/1994,31/12/9998
DST,714603,DST Systems Inc,7374,999999,NYSE,01/11/1995,17/04/2018
DSW,1319947,NVS,9999,103002,NVS,01/01/1900,01/01/1900
DTE,936340,DTE Energy Company,4911,105001,NYSE,02/01/1970,31/12/9998
DTRM,1090908,Determine Inc,7372,101003,NASDAQ,19/10/2015,14/06/2019
DUK,1326160,Duke Energy Corp,4931,105001,NYSE,06/04/1983,31/12/9998
DVA,927066,DaVita Inc,8090,106011,NYSE,31/10/1995,31/12/9998
DVAX,1029142,Dynavax Technologies Corp,2834,106002,NASDAQ,19/02/2004,31/12/9998
DVMT,1571996,Dell Technologies Inc. Class V,9999,101003,NYSE,17/08/2016,27/12/2018
DVN,1090012,Devon Energy Corp,1311,107002,NYSE,17/03/1992,31/12/9998
DXC,1688568,DXC Technology Company,7374,100002,NYSE,01/02/2017,31/12/9998
DXCM,1093557,DexCom Inc,3841,106001,NASDAQ,14/04/2005,31/12/9998
DXLG,813298,Destination XL Group Inc,5651,103002,NASDAQ,25/02/1992,31/12/9998
DXPE,1020710,DXP Enterprises Inc,5084,100005,NASDAQ,07/05/1998,31/12/9998
DY,67215,Dycom Industries Inc,1623,100003,NYSE,24/09/1990,31/12/9998
DYN,1379895,Dynegy Inc,4911,105002,NYSE,03/10/2012,09/04/2018
DYNT,720875,Dynatronics Corp,3845,106004,NASDAQ,25/04/1994,31/12/9998
EA,712515,Electronic Arts Inc,7372,101003,NASDAQ,26/03/1990,31/12/9998
EAF,931148,GrafTech International Ltd,3620,100001,NYSE,19/04/2018,31/12/9998
EAT,703351,Brinker International Inc,5812,103003,NYSE,28/07/1989,31/12/9998
EB,1475115,Eventbrite Inc Class A,7370,101003,NYSE,20/09/2018,31/12/9998
EBAY,1065088,eBay Inc,7389,103002,NASDAQ,24/09/1998,31/12/9998
EBF,33002,Ennis Inc,2761,100001,NYSE,24/09/1987,31/12/9998
EBIX,814549,Ebix Inc,7373,101003,NASDAQ,26/03/1990,31/12/9998
EBS,1367644,Emergent Biosolutions Inc,2834,999999,NYSE,15/11/2006,31/12/9998
ECA,1157806,NVS,1311,107002,NVS,01/01/1900,01/01/1900
ECHO,1426945,Echo Global Logistics Inc,4731,999999,NASDAQ,02/10/2009,31/12/9998
ECL,31462,Ecolab Inc,2840,110001,NYSE,05/01/1988,31/12/9998
ECOL,1783400,US Ecology Inc,4953,999999,NASDAQ,26/03/1990,31/12/9998
ECPG,1084961,Encore Capital Group Inc,6153,999999,NASDAQ,09/07/1999,31/12/9998
ECYT,1235007,Endocyte Inc,2834,106002,NASDAQ,04/02/2011,21/12/2018
ED,1047862,Consolidated Edison Inc,4931,105001,NYSE,02/01/1970,31/12/9998
EDIT,1650664,Editas Medicine Inc,2836,999999,NASDAQ,03/02/2016,31/12/9998
EDR,1302343,Education Realty Trust Inc,6798,109001,NYSE,26/01/2005,15/10/2018
EE,31978,El Paso Electric Company,4911,105001,NYSE,07/07/1989,31/12/9998
EEFT,1029199,Euronet Worldwide Inc,6099,100002,NASDAQ,07/03/1997,31/12/9998
EEP,880285,Enbridge Energy Partners L.P.,4610,107003,NYSE,20/12/1991,20/12/2018
EEQ,1173911,Enbridge Energy Management LLC,1311,999999,NYSE,11/10/2002,20/12/2018
EFH,9000046,NVS,9999,999999,NVS,01/01/1900,01/01/1900
EFII,867374,Electronics For Imaging Inc,3576,999999,NASDAQ,02/10/1992,23/07/2019
EFOI,924168,Energy Focus Inc,3640,103004,NASDAQ,21/07/2014,31/12/9998
EFSC,1025835,Enterprise Financial Services Corp,6022,104002,NASDAQ,15/07/2003,31/12/9998
EFX,33185,Equifax Inc,7320,100002,NYSE,27/03/1986,31/12/9998
EGAN,1066194,eGain Corp,7372,101003,NASDAQ,23/09/1999,31/12/9998
EGBN,1050441,Eagle Bancorp Inc MD,6022,104002,NASDAQ,14/07/1999,31/12/9998
EGHT,1023731,8x8 Inc,7374,101003,NYSE,02/07/1997,31/12/9998
EGN,277595,Energen Corp,1311,999999,NYSE,19/07/1984,29/11/2018
EGOV,1065332,NIC Inc,7389,100002,NASDAQ,15/07/1999,31/12/9998
EGP,49600,Eastgroup Properties Inc,6798,109001,NYSE,17/03/1992,31/12/9998
EGRX,827871,Eagle Pharmaceuticals Inc,2834,999999,NASDAQ,12/02/2014,31/12/9998
EGY,894627,VAALCO Energy Inc,1311,107002,NYSE,29/01/1993,31/12/9998
EHC,785161,Encompass Health Corp,8060,106011,NYSE,29/12/2017,31/12/9998
EHTH,1333493,eHealth Inc,6411,104005,NASDAQ,20/10/2006,31/12/9998
EIG,1379041,Employers Holdings Inc,6331,104006,NYSE,31/01/2007,31/12/9998
EIGI,1237746,Endurance International Group Hldgs Inc,7372,101003,NASDAQ,25/10/2013,31/12/9998
EIX,827052,Edison International,4911,105001,NYSE,02/01/1980,31/12/9998
EL,1001250,Estee Lauder Cos. Inc Class A,2844,102002,NYSE,17/11/1995,31/12/9998
ELAN,1739104,Elanco Animal Health Inc,2834,999999,NYSE,20/09/2018,31/12/9998
ELGX,1013606,NVS,3841,999999,NVS,01/01/1900,01/01/1900
ELLI,1122388,Ellie Mae Inc,7372,999999,NYSE,15/04/2011,17/04/2019
ELMD,1488917,Electromed Inc,3845,106004,NYSE,13/08/2010,31/12/9998
ELNK,1102541,EarthLink Inc,7370,999999,NASDAQ,02/01/2001,08/03/2017
ELS,895417,Equity LifeStyle Properties Inc,6798,109001,NYSE,25/02/1993,31/12/9998
ELY,837465,Callaway Golf Company.,3949,103015,NYSE,28/02/1992,31/12/9998
EMC,790070,EMC Corp,9999,101001,NYSE,16/12/1988,15/09/2016
EME,105634,Emcor Group Inc,1731,100003,NYSE,28/12/1995,31/12/9998
EMN,915389,Eastman Chemical Company,2821,110001,NYSE,14/12/1993,31/12/9998
EMR,32604,Emerson Electric Company,3600,100001,NYSE,01/06/1972,31/12/9998
ENB,895728,Enbridge Inc USA,4610,107003,NYSE,27/03/1990,31/12/9998
ENBL,1591763,Enable Midstream Partners LP,4922,107003,NYSE,11/04/2014,31/12/9998
ENDP,1593034,Endo Health Solutions Inc,2834,106005,NASDAQ,18/07/2000,31/12/9998
ENDP_old,1593034,NVS,9999,106005,NVS,01/01/1900,01/01/1900
ENG,933738,ENGlobal Corp,8711,100003,NASDAQ,09/05/1997,31/12/9998
ENH,1179755,Endurance Specialty Holdings Ltd,6331,104006,NYSE,28/02/2003,05/04/2017
ENLC,1592000,EnLink Midstream LLC,4922,107003,NYSE,13/01/2004,31/12/9998
ENLK,1179060,EnLink Midstream Partners LP,4922,107003,NYSE,25/02/2003,25/01/2019
ENR,1632790,Energizer Holdings Inc,3690,101001,NYSE,27/03/2000,31/12/9998
ENS,1289308,EnerSys,5063,101001,NYSE,02/08/2004,31/12/9998
ENSG,1125376,The Ensign Group Inc,8051,999999,NASDAQ,09/11/2007,31/12/9998
ENTA,1177648,Enanta Pharmaceuticals Inc,2834,999999,NASDAQ,21/03/2013,31/12/9998
ENTG,1101302,Entegris Inc,3089,999999,NASDAQ,11/07/2000,31/12/9998
ENV,1337619,Envestnet Inc,7389,101003,NYSE,29/07/2010,31/12/9998
ENVA,1529864,Enova International Inc,6141,104007,NYSE,13/11/2014,31/12/9998
EOG,821189,EOG Resources Inc,1311,107002,NYSE,04/10/1989,31/12/9998
EPAM,1352010,EPAM Systems Inc,7371,100002,NYSE,08/02/2012,31/12/9998
EPAY,1073349,Bottomline Technologies Delaware Inc,7372,999999,NASDAQ,12/02/1999,31/12/9998
EPC,1096752,Edgewell Personal Care Company,2844,999999,NYSE,27/03/2000,31/12/9998
EPD,1061219,Enterprise Products Partners L P,4922,107003,NYSE,28/07/1998,31/12/9998
EPE,9000048,NVS,9999,107002,NVS,01/01/1900,01/01/1900
EPM,1006655,Evolution Petroleum Corp,1311,107002,NYSE,13/01/1997,31/12/9998
EPR,1045450,EPR Properties,6798,109001,NYSE,18/11/1997,31/12/9998
EPRT,1728951,Essential Properties Realty Trust Inc,6798,109001,NYSE,21/06/2018,31/12/9998
EPZM,1571498,Epizyme Inc,2834,106002,NASDAQ,31/05/2013,31/12/9998
EQC,803649,Equity Commonwealth,6798,109001,NYSE,05/01/1988,31/12/9998
EQGP,1632933,EQT GP Holdings LP,4922,107003,NYSE,12/05/2015,18/01/2019
EQIX,1101239,Equinix Inc,6798,109001,NASDAQ,11/08/2000,31/12/9998
EQM,1540947,EQT Midstream Partners LP,4922,107003,NYSE,27/06/2012,16/06/2020
EQR,906107,Equity Residential,6798,109001,NYSE,12/08/1993,31/12/9998
EQT,33213,EQT Corp,1311,107002,NYSE,05/11/1987,31/12/9998
EQY,1042810,Equity One Inc,6798,109001,NYSE,04/01/2016,09/03/2017
ERI,1590895,NVS,7011,103015,NVS,01/01/1900,01/01/1900
ERIE,922621,Erie Indemnity Company,6411,104003,NASDAQ,02/10/1995,31/12/9998
ERS,1019272,Empire Resources Inc,5051,999999,NASDAQ,02/01/2003,09/05/2017
ES,72741,Eversource Energy,4911,105001,NYSE,29/08/1984,31/12/9998
ES_old,72741,NVS,9999,105001,NVS,01/01/1900,01/01/1900
ESCA,33488,Escalade Inc,3949,999999,NASDAQ,25/02/1992,31/12/9998
ESDI,9000050,Eastside Distilling Inc,9999,102004,NASDAQ,18/10/2016,03/01/2018
ESE,866706,Esco Technologies Inc,3669,999999,NYSE,01/10/1990,31/12/9998
ESGR,1363829,Enstar Group Ltd,6331,104006,NASDAQ,09/05/1997,31/12/9998
ESI,1590714,Element Solutions Inc,2890,999999,NYSE,22/10/2013,31/12/9998
ESL,33619,Esterline Technologies Corp,3823,100008,NYSE,03/05/1973,14/03/2019
ESND,355999,Essendant Inc,5110,999999,NASDAQ,26/03/1990,31/01/2019
ESNT,1448893,Essent Group Ltd,6351,999999,NYSE,31/10/2013,31/12/9998
ESP,33533,Espey Manufacturing Electronics Corp,3679,101001,NYSE,17/03/1992,31/12/9998
ESPR,1434868,Esperion Therapeutics Inc,2834,999999,NASDAQ,26/06/2013,31/12/9998
ESRT,1541401,Empire State Realty Trust Inc Class A,6798,109001,NYSE,02/10/2013,31/12/9998
ESRX,1532063,Express Scripts Holding Company,5912,106006,NASDAQ,09/06/1992,20/12/2018
ESS,920522,Essex Property Trust Inc,6798,109001,NYSE,07/06/1994,31/12/9998
ESV,314808,NVS,9999,107006,NVS,01/01/1900,01/01/1900
ET,1276187,Energy Transfer LP,4922,107003,NYSE,17/10/2018,31/12/9998
ETEC,9000052,NVS,9999,999999,NVS,01/01/1900,01/01/1900
ETFC,1015780,E TRADE Financial Corp,6035,104003,NASDAQ,16/08/1996,31/12/9998
ETH,896156,Ethan Allen Interiors Inc,2511,999999,NYSE,16/03/1993,31/12/9998
ETM,1067837,Entercom Communications Corp Class A,4832,103001,NYSE,29/01/1999,31/12/9998
ETN,1551182,Eaton Corporation PLC,3590,100001,NYSE,01/06/1972,31/12/9998
ETR,65984,Entergy Corp,4911,105001,NYSE,01/06/1972,31/12/9998
ETSY,1370637,ETSY INC,7389,103002,NASDAQ,16/04/2015,31/12/9998
EV,350797,Eaton Vance Corp,6282,104001,NYSE,27/03/1990,31/12/9998
EVA,1592057,Enviva Partners LP,2400,110002,NYSE,29/04/2015,31/12/9998
EVBG,1437352,Everbridge Inc,7372,101003,NASDAQ,16/09/2016,31/12/9998
EVC,1109116,Entravision Communication,4833,103001,NYSE,02/08/2000,31/12/9998
EVH,1628908,Evolent Health Inc,8741,101003,NYSE,05/06/2015,31/12/9998
EVHC,1678531,Envision Healthcare Holdings Inc,8011,999999,NYSE,14/08/2013,14/12/2018
EVI,65312,Envirostar Inc,7200,103020,NYSE,27/03/1990,31/12/9998
EVLO,1694665,Evelo Biosciences Inc,2834,106002,NASDAQ,08/05/2018,31/12/9998
EVOP,1704596,EVO Payments Inc Class A,7389,100002,NASDAQ,23/05/2018,31/12/9998
EVR,1360901,Evercore Partners Inc,6282,999999,NYSE,14/08/2006,31/12/9998
EVRG,1711269,Evergy Inc,4931,105001,NYSE,04/06/2018,31/12/9998
EVRI,1318568,Everi Holdings Inc,6199,999999,NYSE,24/08/2015,31/12/9998
EVTC,1559865,Evertec Inc,7374,999999,NYSE,12/04/2013,31/12/9998
EW,1099800,Edwards Lifesciences Corp,3842,106004,NYSE,27/03/2000,31/12/9998
EWBC,1069157,East West Bancorp Inc,6022,104002,NASDAQ,03/02/1999,31/12/9998
EXA,890264,Exa Corp,7372,101003,NASDAQ,28/06/2012,17/11/2017
EXAS,1124140,EXACT Sciences Corp,8731,106001,NASDAQ,01/02/2001,31/12/9998
EXC,1109357,Exelon Corp,4931,105001,NASDAQ,02/01/1980,31/12/9998
EXEL,939767,Exelixis Inc,8731,106002,NASDAQ,17/04/2000,31/12/9998
EXLS,1297989,ExlService Holdings Inc,7389,100002,NASDAQ,20/10/2006,31/12/9998
EXP,918646,Eagle Materials Inc,3241,110005,NYSE,12/04/1994,31/12/9998
EXPD,746515,Expeditors International of Washington,4731,100010,NASDAQ,26/03/1990,31/12/9998
EXPE,1324424,Expedia Inc,4700,103015,NASDAQ,21/07/2005,31/12/9998
EXPO,851520,Exponent Inc,8742,999999,NASDAQ,17/08/1990,31/12/9998
EXPR,1483510,Express Inc,5600,103002,NYSE,13/05/2010,31/12/9998
EXR,1289490,Extra Space Storage Inc,6798,109001,NYSE,16/08/2004,31/12/9998
EXTN,1635881,Exterran Corp,7359,999999,NYSE,04/11/2015,31/12/9998
EXTR,1078271,Extreme Networks Inc,3576,101005,NASDAQ,09/04/1999,31/12/9998
EYE,1710155,National Vision Holdings Inc,3851,999999,NASDAQ,26/10/2017,31/12/9998
F,37996,Ford Motor Company,3711,103005,NYSE,01/06/1972,31/12/9998
FAF,1472787,First American Financial Corp,6361,999999,NYSE,28/05/2010,31/12/9998
FANG,1539838,Diamondback Energy Inc,1311,999999,NASDAQ,12/10/2012,31/12/9998
FARM,34563,Farmer Brothers Company,2090,999999,NASDAQ,26/03/1990,31/12/9998
FARO,917491,FARO Technologies Inc,3829,101001,NASDAQ,18/09/1997,31/12/9998
FAST,815556,Fastenal Company,5200,100005,NASDAQ,26/03/1990,31/12/9998
FATE,1434316,Fate Therapeutics Inc,2836,999999,NASDAQ,01/10/2013,31/12/9998
FB,1326801,Facebook Inc,7370,101002,NASDAQ,18/05/2012,31/12/9998
FBC,1033012,Flagstar Bancorp Inc,6035,999999,NYSE,30/04/1997,31/12/9998
FBHS,1519751,Fortune Brands Home Security Inc,1520,103004,NYSE,16/09/2011,31/12/9998
FBNC,811589,First Bancorp,6022,104002,NASDAQ,09/12/1992,31/12/9998
FBP,1057706,First Bancorp,6022,104002,NYSE,25/02/1992,31/12/9998
FC,886206,Franklin Covey Company,8741,102006,NYSE,03/06/1992,31/12/9998
FCB,1476651,FCB Financial Holdings Inc,6021,104002,NYSE,01/08/2014,31/12/2018
FCEL,886128,FuelCell Energy Inc,3690,105002,NASDAQ,27/02/1997,31/12/9998
FCF,712537,First Commonwealth Financial Corp,6021,104002,NYSE,10/06/1992,31/12/9998
FCFS,840489,First Cash Financial Services Inc,5900,999999,NASDAQ,17/08/1992,31/12/9998
FCH,923603,FelCor Lodging Trust Inc,6798,109001,NYSE,22/07/1994,01/09/2017
FCN,887936,FTI Consulting Inc,8742,999999,NYSE,09/05/1996,31/12/9998
FCNCA,798941,First Citizens BancShares Inc,6022,104002,NASDAQ,25/02/1992,31/12/9998
FCPT,1650132,Four Corners Property Trust Inc,6798,109001,NYSE,10/11/2015,31/12/9998
FCS,1036960,Fairchild Semiconductor Intl Inc,9999,101004,NASDAQ,04/01/2016,20/09/2016
FCX,831259,FreeportMcMoRan Copper Gold Inc,1000,110004,NYSE,10/07/1995,31/12/9998
FDC,883980,FIRST DATA CORP,7389,100002,NYSE,15/10/2015,05/08/2019
FDP,1047340,Fresh Del Monte Produce Inc,100,999999,NYSE,24/10/1997,31/12/9998
FDS,1013237,FactSet Research Systems Inc,7370,104003,NYSE,28/06/1996,31/12/9998
FDX,1048911,Fedex Corp,4513,100010,NYSE,12/04/1978,31/12/9998
FE,1031296,Firstenergy Corp,4911,105001,NYSE,10/11/1997,31/12/9998
FEIM,39020,Frequency Electronics Inc,3825,101005,NASDAQ,01/09/1983,31/12/9998
FELE,38725,Franklin Electric Company,3621,100001,NASDAQ,26/03/1990,31/12/9998
FET,1401257,Forum Energy Technologies Inc,3533,107004,NYSE,12/04/2012,31/12/9998
FEYE,1370880,FireEye Inc,3577,101003,NASDAQ,20/09/2013,31/12/9998
FFBC,708955,First Financial Bancorp,6021,104002,NASDAQ,26/03/1990,31/12/9998
FFIC,923139,Flushing Financial Corp,6022,104002,NASDAQ,21/11/1995,31/12/9998
FFIN,36029,First Financial Bankshares Inc,6022,104002,NASDAQ,01/11/1993,31/12/9998
FFIV,1048695,F5 Networks Inc,3576,101003,NASDAQ,04/06/1999,31/12/9998
FFWM,1413837,First Foundation Inc,6022,104002,NASDAQ,03/11/2014,31/12/9998
FGEN,921299,FibroGen Inc,2834,106002,NASDAQ,14/11/2014,31/12/9998
FGP,922358,NVS,5900,107001,NVS,01/01/1900,01/01/1900
FHB,36377,First Hawaiian Inc,6022,104002,NASDAQ,04/08/2016,31/12/9998
FHN,36966,First Horizon National Corp,6021,104002,NYSE,26/03/1990,31/12/9998
FI,1575828,Frank s International NV,1389,999999,NYSE,09/08/2013,31/12/9998
FIBK,860413,First Interstate BancSystem Inc Class A,6022,104002,NASDAQ,24/03/2010,31/12/9998
FICO,814547,Fair Isaac Corp,7389,101003,NYSE,25/02/1992,31/12/9998
FIG,1380393,Fortress Investment Group LLC,6282,999999,NYSE,09/02/2007,28/12/2017
FII,1056288,NVS,6282,104001,NVS,01/01/1900,01/01/1900
FINL,886137,Finish Line Inc,5661,999999,NASDAQ,09/06/1992,18/06/2018
FIS,1136893,Fidelity National Information Services Inc,7389,100002,NYSE,20/06/2001,31/12/9998
FISV,798354,Fiserv Inc,7374,100002,NASDAQ,26/03/1990,31/12/9998
FIT,1447599,Fitbit Inc,3571,101001,NYSE,18/06/2015,31/12/9998
FITB,35527,Fifth Third Bancorp,6022,104002,NASDAQ,26/03/1990,31/12/9998
FIVE,1177609,Five Below Inc,5331,103002,NASDAQ,19/07/2012,31/12/9998
FIVN,1288847,Five9 Inc,7374,101003,NASDAQ,04/04/2014,31/12/9998
FIX,1035983,Comfort Systems USA Inc,1731,999999,NYSE,27/06/1997,31/12/9998
FIZZ,69891,National Beverage Corp,2086,102005,NASDAQ,16/09/1991,31/12/9998
FL,850209,Foot Locker Inc,5661,103004,NYSE,02/01/1970,31/12/9998
FLEX,866374,Flextronics International Ltd,3672,101001,NASDAQ,18/03/1994,31/12/9998
FLIR,354908,Flir Systems Inc,3812,101001,NASDAQ,22/06/1993,31/12/9998
FLO,1128928,Flowers Foods Inc,2000,102002,NYSE,05/11/1987,31/12/9998
FLR,1124198,Fluor Corporation NEW,1600,100003,NYSE,01/12/2000,31/12/9998
FLS,30625,Flowserve Corp,3561,100001,NYSE,26/03/1990,31/12/9998
FLT,1175454,Fleetcor Technologies Inc,7389,100002,NYSE,15/12/2010,31/12/9998
FLUG,9000053,NVS,9999,999999,NVS,01/01/1900,01/01/1900
FLWS,1084869,1800FLOWERSCOM Inc,5990,103002,NASDAQ,03/08/1999,31/12/9998
FLXN,1419600,Flexion Therapeutics Inc,2834,999999,NASDAQ,12/02/2014,31/12/9998
FLXS,37472,Flexsteel Industries Inc,2510,103004,NASDAQ,25/02/1992,31/12/9998
FMBH,700565,First Mid Bancshares Inc,6022,104002,NASDAQ,16/03/1999,31/12/9998
FMBI,702325,First Midwest Bancorp Inc,6021,104002,NASDAQ,26/03/1990,31/12/9998
FMC,37785,FMC Corp,2800,110001,NYSE,01/07/1985,31/12/9998
FMCC,1026214,NVS,6111,999999,NVS,01/01/1900,01/01/1900
FMSA,1010858,Fairmount Santrol Holdings Inc,1400,107004,NYSE,03/10/2014,01/06/2018
FN,1408710,Fabrinet,3661,999999,NYSE,25/06/2010,31/12/9998
FNB,37808,F.N.B. Corp,6021,104002,NYSE,04/03/1993,31/12/9998
FND,1507079,Floor Decor Holdings Inc,5211,103002,NYSE,27/04/2017,31/12/9998
FNF,1331875,Fidelity National Financial Inc,6361,999999,NYSE,14/10/2005,31/12/9998
FNGN,1430592,Financial Engines Inc,6282,999999,NASDAQ,16/03/2010,20/07/2018
FNJN,1366340,Finjan Holdings Inc,6794,101003,NASDAQ,16/03/2007,24/07/2020
FNSR,1094739,Finisar Corp,3674,101005,NASDAQ,12/11/1999,24/09/2019
FOCS,1651052,Focus Financial Partners Inc Class A,6282,999999,NASDAQ,26/07/2018,31/12/9998
FOE,35214,Ferro Corp,2851,110001,NYSE,05/11/1987,31/12/9998
FOLD,1178879,Amicus Therapeutics Inc,2834,106002,NASDAQ,31/05/2007,31/12/9998
FONR,9000054,Fonar Corp,9999,106004,NASDAQ,27/10/1993,31/12/9998
FOR,1406587,Forestar Group Inc,6500,999999,NYSE,13/12/2007,31/12/9998
FORD,38264,Forward Industries Inc,3089,103004,NASDAQ,15/06/1995,31/12/9998
FORM,1039399,FormFactor Inc,3674,101004,NASDAQ,12/06/2003,31/12/9998
FORR,1023313,Forrester Research Inc,8700,100002,NASDAQ,27/11/1996,31/12/9998
FOSL,883569,Fossil Group Inc,3873,103004,NASDAQ,08/04/1993,31/12/9998
FOX,1754301,Fox Corp,4833,103001,NASDAQ,13/03/2019,31/12/9998
TFCF,1308161,"TWENTY-FIRST CENTURY FOX, INC.",4841,103001,NASDAQ,30/12/1987,20/03/2019
FOXF,1424929,Fox Factory Holding Corp,3751,999999,NASDAQ,08/08/2013,31/12/9998
FPO,1254595,First Potomac Realty Trust,6798,109001,NYSE,23/10/2003,19/10/2017
FPRX,1175505,Five Prime Therapeutics Inc,2834,106002,NASDAQ,18/09/2013,31/12/9998
FR,921825,First Industrial Realty Trust Inc,6798,109001,NYSE,24/06/1994,31/12/9998
FRAN,1399935,Francescas Holdings Corp,5600,103002,NASDAQ,22/07/2011,31/12/9998
FRD,39092,Friedman Industries,3310,110007,NYSE,17/03/1992,31/12/9998
Fred,724571,NVS,5331,102001,NVS,01/01/1900,01/01/1900
FRGI,1534992,Fiesta Restaurant Group Inc,5812,103003,NASDAQ,26/04/2012,31/12/9998
FRME,712534,First Merchants Corp,6021,104002,NASDAQ,25/02/1992,31/12/9998
FRP,9000056,FairPoint Communications Inc,9999,999999,NASDAQ,25/01/2011,11/07/2017
FRPT,1611647,Freshpet Inc,2040,102002,NASDAQ,07/11/2014,31/12/9998
FRT,34903,Federal Realty Investment Trust,6798,109001,NYSE,03/05/1973,31/12/9998
FRX,38074,Forest Laboratories Inc,9999,106002,NYSE,19/04/1988,01/07/2014
FSCT,1145057,ForeScout Technologies Inc,3577,101003,NASDAQ,27/10/2017,31/12/9998
FSLR,1274494,First Solar Inc,3674,101004,NASDAQ,17/11/2006,31/12/9998
FSP,1031316,Franklin Street Properties Corp,6798,109001,NYSE,02/06/2005,31/12/9998
FSS,277509,Federal Signal Corp,3711,100001,NYSE,01/03/1982,31/12/9998
FTAI,1590364,Fortress Transportation and Infrastructure Investors LLC,7350,999999,NYSE,15/05/2015,31/12/9998
FTDR,1727263,Frontdoor Inc,7340,103020,NASDAQ,01/10/2018,31/12/9998
FTEK,846913,Fuel Tech Inc,3564,100001,NASDAQ,07/09/1993,31/12/9998
FTI,1681459,TechnipFMC plc,3533,107004,NYSE,14/06/2001,31/12/9998
