,ticker,last_date_in_db,last_date_retrieved,records_retrieved,records_updated,status,loop_time,capture_date
256,CNNE,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
257,CNO,2023-11-30,2024-01-12,62,20,succesful_update,1.3,2024-01-15
258,CNP,2023-11-30,2024-01-12,62,20,succesful_update,1.22,2024-01-15
259,CNR,2021-12-01,1980-12-31,0,0,failed_no_data,0.99,2024-01-15
260,CNX,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
261,CODI,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
262,COF,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
263,COG,2021-10-01,1980-12-31,0,0,failed_no_data,0.95,2024-01-15
264,COLB,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
265,COLD,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
266,COLM,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
267,COMM,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
268,COO,2023-11-30,2024-01-12,62,20,succesful_update,1.26,2024-01-15
269,COOP,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
270,COP,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
271,COTY,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
272,CP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
273,CPB,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
274,CPE,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
275,CPRI,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
276,CPRT,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
277,CPT,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
278,CR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
279,CRC,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
280,CREE,2021-06-02,1980-12-31,0,0,failed_no_data,0.96,2024-01-15
281,CRL,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
282,CRM,2023-11-30,2024-01-12,62,20,succesful_update,1.37,2024-01-15
283,CRS,2023-11-30,2024-01-12,62,20,succesful_update,1.32,2024-01-15
284,CRSP,2023-11-30,2024-01-12,61,20,succesful_update,1.08,2024-01-15
285,CRWD,2023-11-30,2024-01-12,62,20,succesful_update,1.3,2024-01-15
286,CSCO,2023-11-30,2024-01-12,62,20,succesful_update,1.53,2024-01-15
287,CSGP,2023-11-30,2024-01-12,62,20,succesful_update,1.75,2024-01-15
288,CSL,2023-11-30,2024-01-12,62,20,succesful_update,1.41,2024-01-15
289,CSX,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
290,CTAS,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
291,CTL,2021-12-01,1980-12-31,0,0,failed_no_data,0.96,2024-01-15
292,CTLT,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
293,CTRA,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
294,CTSH,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
295,CTVA,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
296,CTXS,2021-12-01,1980-12-31,0,0,failed_no_data,0.95,2024-01-15
297,CUBE,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
298,CUZ,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
299,CVET,2022-10-12,1980-12-31,0,0,failed_no_data,1.17,2024-01-15
300,CVNA,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
301,CVS,2023-11-30,2024-01-12,62,20,succesful_update,2.03,2024-01-15
302,CVX,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
303,CW,2023-11-30,2024-01-12,62,20,succesful_update,1.41,2024-01-15
304,CWEN,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
305,CWK,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
306,CWT,2023-11-30,2024-01-12,62,20,succesful_update,1.19,2024-01-15
307,CXW,2023-11-30,2024-01-12,62,20,succesful_update,1.26,2024-01-15
308,CZR,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
309,D,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
310,DAL,2023-11-30,2024-01-12,62,20,succesful_update,1.25,2024-01-15
311,DAN,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
312,DAR,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
313,DBRG,2023-11-30,2024-01-12,62,20,succesful_update,1.56,2024-01-15
314,DCP,2023-06-14,1980-12-31,0,0,failed_no_data,1.14,2024-01-15
315,DCUE,2022-05-31,1980-12-31,0,0,failed_no_data,1.59,2024-01-15
316,DD,2023-11-30,2024-01-12,62,20,succesful_update,1.65,2024-01-15
317,DDS,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
318,DDT,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
319,DE,2023-11-30,2024-01-12,62,20,succesful_update,1.81,2024-01-15
320,DEA,2023-11-30,2024-01-12,62,20,succesful_update,1.94,2024-01-15
321,DECK,2023-11-30,2024-01-12,62,20,succesful_update,1.52,2024-01-15
322,DEI,2023-11-30,2024-01-12,62,20,succesful_update,1.81,2024-01-15
323,DELL,2023-11-30,2024-01-12,62,20,succesful_update,1.92,2024-01-15
324,DFS,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
325,DG,2023-11-30,2024-01-12,62,20,succesful_update,1.52,2024-01-15
326,DGX,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
327,DHC,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
328,DHCNL,2023-11-30,2024-01-12,62,20,succesful_update,1.28,2024-01-15
329,DHI,2023-11-30,2024-01-12,62,20,succesful_update,1.32,2024-01-15
330,DHR,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
331,DIS,2023-11-30,2024-01-12,62,20,succesful_update,1.34,2024-01-15
332,DISCA,2022-02-28,1980-12-31,0,0,failed_no_data,0.91,2024-01-15
333,DISCB,2022-04-08,1980-12-31,0,0,failed_no_data,1.22,2024-01-15
334,DISCK,2022-04-08,1980-12-31,0,0,failed_no_data,1.01,2024-01-15
335,DISH,2023-11-30,2023-12-29,53,20,succesful_update,1.05,2024-01-15
336,DK,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
337,DKNG,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
338,DKS,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
339,DLB,2023-11-30,2024-01-12,62,20,succesful_update,1.22,2024-01-15
340,DLR,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
341,DLTR,2023-11-30,2024-01-12,62,20,succesful_update,1.48,2024-01-15
342,DOC,2023-11-30,2024-01-12,62,20,succesful_update,1.34,2024-01-15
343,DOV,2023-11-30,2024-01-12,62,20,succesful_update,1.29,2024-01-15
344,DOW,2023-11-30,2024-01-12,62,20,succesful_update,1.28,2024-01-15
345,DRE,2022-09-30,1980-12-31,0,0,failed_no_data,1.48,2024-01-15
346,DRH,2023-11-30,2024-01-12,62,20,succesful_update,1.33,2024-01-15
347,DRI,2023-11-30,2024-01-12,62,20,succesful_update,1.62,2024-01-15
348,DTB,2023-11-30,2024-01-12,62,20,succesful_update,1.17,2024-01-15
349,DTE,2023-11-30,2024-01-12,62,20,succesful_update,1.17,2024-01-15
350,DTG,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
351,DTP,2022-10-31,1980-12-31,0,0,failed_no_data,1.1,2024-01-15
352,DTW,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
353,DTY,2021-12-14,1980-12-31,0,0,failed_no_data,0.96,2024-01-15
354,DUK,2023-11-30,2024-01-12,62,20,succesful_update,1.17,2024-01-15
355,DUKB,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
356,DVA,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
357,DVN,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
358,DXC,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
359,DXCM,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
360,EA,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
361,EBAY,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
362,EBC,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
363,EBS,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
364,ECL,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
365,ED,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
366,EFC,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
367,EFX,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
368,EGP,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
369,EHC,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
370,EIX,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
371,EL,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
372,ELAN,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
373,ELAT,2023-01-31,1980-12-31,0,0,failed_no_data,0.98,2024-01-15
374,ELS,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
375,ELY,2022-09-06,1980-12-31,0,0,failed_no_data,1.02,2024-01-15
376,EME,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
377,EMN,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
378,EMR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
379,ENB,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
380,ENBA,2023-04-14,1980-12-31,0,0,failed_no_data,0.97,2024-01-15
381,ENOV,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
382,ENS,2023-11-30,2024-01-12,62,20,succesful_update,1.22,2024-01-15
383,ENTG,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
384,EOG,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
385,EPAM,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
386,EPC,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
387,EPD,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
388,EPR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
389,EPRT,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
390,EQC,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
391,EQH,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
392,EQIX,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
393,EQR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
394,EQT,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
395,ES,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
396,ESBA,2023-11-30,2024-01-12,59,19,succesful_update,1.03,2024-01-15
397,ESGR,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
398,ESGRO,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
399,ESGRP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
400,ESI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
401,ESRT,2023-11-30,2024-01-12,62,20,succesful_update,1.27,2024-01-15
402,ESS,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
403,ET,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
404,ETN,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
405,ETR,2023-11-30,2024-01-12,62,20,succesful_update,1.21,2024-01-15
406,ETRN,2023-11-30,2024-01-12,62,20,succesful_update,1.34,2024-01-15
407,EVRG,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
408,EW,2023-11-30,2024-01-12,62,20,succesful_update,1.08,2024-01-15
409,EWBC,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
410,EXAS,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
411,EXC,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
412,EXEL,2023-11-30,2024-01-12,62,20,succesful_update,1.18,2024-01-15
413,EXPD,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
414,EXPE,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
415,EXR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
416,F,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
417,FAF,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
418,FANG,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
419,FAST,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
420,FBC,2022-11-30,1980-12-31,0,0,failed_no_data,0.96,2024-01-15
421,FBHS,2022-12-15,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
422,FBIN,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
423,FCFS,2023-11-30,2024-01-12,62,20,succesful_update,2.26,2024-01-15
424,FCN,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
425,FCNCA,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
426,FCNCP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
427,FCX,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
428,FDP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
429,FDS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
430,FDX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
431,FE,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
432,FEYE,2021-10-04,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
433,FFIV,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
434,FHB,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
435,FHN,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
436,FIBK,2023-11-30,2024-01-12,62,20,succesful_update,1.2,2024-01-15
437,FIS,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
438,FISK,2023-11-29,2024-01-10,31,10,succesful_update,0.99,2024-01-15
439,FISV,2023-06-06,1980-12-31,0,0,failed_no_data,0.97,2024-01-15
440,FITB,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
441,FITBI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
442,FITBO,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
443,FITBP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
444,FL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
445,FLEX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
446,FLO,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
447,FLR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
448,FLS,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
449,FLT,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
450,FMC,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
451,FNB,2023-11-30,2024-01-12,62,20,succesful_update,1.24,2024-01-15
452,FND,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
453,FNF,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
454,FOX,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
455,FOXA,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
456,FR,2023-10-31,2024-01-12,62,41,succesful_update,1.01,2024-01-15
457,FRT,2023-10-31,2024-01-12,62,41,succesful_update,1.03,2024-01-15
458,FSLR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
459,FTI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
460,FTV,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
461,FUL,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
462,FULT,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
463,FULTP,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
464,FWONA,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
465,FWONK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
466,FYBR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
467,G,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
468,GATX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
469,GBCI,2023-11-30,2024-01-12,62,20,succesful_update,1.23,2024-01-15
470,GD,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
471,GE,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
472,GEF,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
473,GEL,2023-11-30,2024-01-12,62,20,succesful_update,1.14,2024-01-15
474,GEO,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
475,GGG,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
476,GHC,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
477,GIII,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
478,GILD,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
479,GIS,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
480,GL,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
481,GLPI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
482,GLW,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
483,GM,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
484,GME,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
485,GMS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
486,GNL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
487,GNRC,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
488,GNTX,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
489,GNW,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
490,GOOG,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
491,GOOGL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
492,GPC,2023-11-30,2024-01-12,62,20,succesful_update,0.99,2024-01-15
493,GPI,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
494,GPK,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
495,GPMT,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
496,GPN,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
497,GPS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
498,GRMN,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
499,GS,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
500,GT,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
501,GTLS,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
502,GTN,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
503,GWW,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
504,GXO,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
505,H,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
506,HAL,2023-11-30,2024-01-12,62,20,succesful_update,1.0,2024-01-15
507,HAS,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
508,HASI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
509,HBAN,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
510,HBANM,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
511,HBANP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
512,HBI,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
513,HCA,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
514,HD,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
515,HE,2023-11-30,2024-01-12,62,20,succesful_update,2.11,2024-01-15
516,HEI,2023-11-30,2024-01-12,62,20,succesful_update,1.15,2024-01-15
517,HELE,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
518,HES,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
519,HGH,2022-04-18,1980-12-31,0,0,failed_no_data,1.02,2024-01-15
520,HGV,2023-11-30,2024-01-12,62,20,succesful_update,1.79,2024-01-15
521,HHC,2023-08-10,1980-12-31,0,0,failed_no_data,1.23,2024-01-15
522,HI,2023-11-30,2024-01-12,62,20,succesful_update,1.21,2024-01-15
523,HIG,2023-11-30,2024-01-12,62,20,succesful_update,1.22,2024-01-15
524,HII,2023-11-30,2024-01-12,62,20,succesful_update,1.13,2024-01-15
525,HIW,2023-11-30,2024-01-12,62,20,succesful_update,1.09,2024-01-15
526,HL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
527,HOG,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
528,HOLX,2023-11-30,2024-01-12,62,20,succesful_update,1.11,2024-01-15
529,HOMB,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
530,HON,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
531,HOPE,2023-11-30,2024-01-12,62,20,succesful_update,1.28,2024-01-15
532,HOUS,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
533,HP,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
534,HPE,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
535,HPP,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
536,HQY,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
537,HRI,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
538,HRL,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
539,HSIC,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
540,HST,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
541,HSY,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
542,HTA,2022-07-20,1980-12-31,0,0,failed_no_data,0.83,2024-01-15
543,HTZ,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
544,HUBB,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
545,HUBG,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
546,HUM,2023-11-30,2024-01-12,62,20,succesful_update,1.86,2024-01-15
547,HUN,2023-11-30,2024-01-12,62,20,succesful_update,1.77,2024-01-15
548,HWC,2023-11-30,2024-01-12,62,20,succesful_update,1.13,2024-01-15
549,HWCPZ,2023-11-30,2024-01-12,62,20,succesful_update,1.17,2024-01-15
550,HWM,2023-11-30,2024-01-12,62,20,succesful_update,1.64,2024-01-15
551,HXL,2023-11-30,2024-01-12,62,20,succesful_update,1.52,2024-01-15
552,HZNP,2023-10-05,1980-12-31,0,0,failed_no_data,3.92,2024-01-15
553,IAC,2023-11-30,2024-01-12,62,20,succesful_update,2.43,2024-01-15
554,IART,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
555,IBKR,2023-11-30,2024-01-12,62,20,succesful_update,1.9,2024-01-15
556,IBM,2023-11-30,2024-01-12,62,20,succesful_update,1.23,2024-01-15
557,IBTX,2023-11-30,2024-01-12,62,20,succesful_update,3.31,2024-01-15
558,ICE,2023-11-30,2024-01-12,62,20,succesful_update,1.59,2024-01-15
559,ICUI,2023-11-30,2024-01-12,62,20,succesful_update,1.57,2024-01-15
560,IDA,2023-11-30,2024-01-12,62,20,succesful_update,2.98,2024-01-15
561,IEP,2023-11-30,2024-01-12,62,20,succesful_update,1.48,2024-01-15
562,IEX,2023-11-30,2024-01-12,62,20,succesful_update,1.68,2024-01-15
563,IFF,2023-11-30,2024-01-12,62,20,succesful_update,2.63,2024-01-15
564,IHRT,2023-11-30,2024-01-12,62,20,succesful_update,1.4,2024-01-15
565,IIVI,2023-06-30,1980-12-31,0,0,failed_no_data,1.1,2024-01-15
566,IIVIP,2023-06-30,1980-12-31,0,0,failed_no_data,1.36,2024-01-15
567,ILMN,2023-11-30,2024-01-12,62,20,succesful_update,1.1,2024-01-15
568,ILPT,2023-11-30,2024-01-12,62,20,succesful_update,1.13,2024-01-15
569,IMO,2023-11-30,2024-01-12,62,20,succesful_update,1.05,2024-01-15
570,INCY,2023-11-30,2024-01-12,62,20,succesful_update,1.06,2024-01-15
571,INDB,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
572,INGR,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
573,INN,2023-11-30,2024-01-12,62,20,succesful_update,1.27,2024-01-15
574,INT,2023-06-15,1980-12-31,0,0,failed_no_data,0.84,2024-01-15
575,INTC,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
576,INTU,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
577,INVH,2023-11-30,2024-01-12,62,20,succesful_update,2.16,2024-01-15
578,IP,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
579,IPG,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
580,IPGP,2023-11-30,2024-01-12,62,20,succesful_update,1.07,2024-01-15
581,IQV,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
582,IR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
583,IR,2023-11-30,1980-12-31,62,20,failed_push_to_db,1.03,2024-01-15
584,IRM,2023-11-30,2024-01-12,62,20,succesful_update,1.04,2024-01-15
585,IRT,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
586,ISRG,2023-11-30,2024-01-12,62,20,succesful_update,1.12,2024-01-15
587,ITGR,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
588,ITT,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
589,ITW,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
590,IVR,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
591,IVZ,2023-11-30,2024-01-12,62,20,succesful_update,1.01,2024-01-15
592,J,2023-11-30,2024-01-12,62,20,succesful_update,1.02,2024-01-15
593,JAZZ,2023-11-30,2024-01-12,62,20,succesful_update,1.03,2024-01-15
